OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,TOTCOMM,AUTO,DRVALONE,CARPOOL,CARPL2,CARPL3,CARPL4,CARPL5OR6,CARPL7PLS,PUBLTRAN,BUSTROLL,STCARTROLL,SUBEL,RR,FERRY,TAXI,MOTORCYC,BIKE,WALK,OTHER,TELECOMM,POPOVER16,TOTEMPINFORCE,UNEMPPCT,TIMETOWK,MEDHHI,PCTFOODSNAP,PCTNOINS,PCTFAMBELPOV,TOTHU,HUOCC,HUVACANT,NOVEHN,NOVEHP,ONEVEHN,ONEVEHP,TWOVEHN,TWOVEHP,THRPLSVEHN,THRPLSVEHP,TOTPOP,TOTMALE,TOTFEM,ALLWHITE,ALLWHITEPCT,ALLBLK,ALLBLKPCT,ALLAMERIN,ALLAMERINPCT,ALLASIAN,ALLASIANPCT,ALLNATHI,ALLNATHIPCT,HISPTOT,HISPPCT
282,42,017,101401,42017101401,1014.01,2096,1830,1685,145,139,0,6,0,0,131,13,12,16,90,0,0,0,9,21,19,86,3466,2407,30.6,26.8,78125,4.7,8.7,0.7,1591,1476,115,21,1.4,416,28.2,713,48.3,326,22.1,4386,2272,2114,4111,93.7,12,0.3,0,0,187,4.3,0,0,302,6.885545
283,42,017,100103,42017100103,1001.03,1133,978,931,47,47,0,0,0,0,59,59,0,0,0,0,0,0,21,68,0,7,1992,1264,36.5,22.2,46331,12.8,7.2,1.6,1160,1086,74,131,12.1,457,42.1,378,34.8,120,11,2381,1193,1188,2062,86.6,176,7.4,10,0.4,114,4.8,0,0,152,6.383872
284,42,017,102002,42017102002,1020.02,1535,1339,1254,85,79,0,0,6,0,26,2,0,0,24,0,0,0,0,20,0,150,2185,1678,23.2,25.9,112778,2.6,3.1,7.6,921,888,33,24,2.7,181,20.4,356,40.1,327,36.8,2749,1305,1444,2632,95.7,29,1.1,0,0,55,2,0,0,20,0.727537
285,42,017,105507,42017105507,1055.07,3290,2601,2413,188,188,0,0,0,0,328,0,0,13,315,0,0,0,0,16,31,314,5704,3757,34.1,34.5,139863,0.4,1.5,3.2,2534,2517,17,24,1,327,13,1371,54.5,795,31.6,7359,3694,3665,7031,95.5,82,1.1,0,0,246,3.3,0,0,86,1.168637
286,42,017,105805,42017105805,1058.05,2721,2551,2432,119,119,0,0,0,0,63,1,0,0,62,0,0,0,28,17,15,47,4669,3060,34.5,22.6,51995,5.5,7.6,2.1,2662,2363,299,112,4.7,1075,45.5,867,36.7,309,13.1,5405,2641,2764,4707,87.1,380,7,29,0.5,145,2.7,0,0,342,6.327475
287,42,017,104701,42017104701,1047.01,1567,1401,1257,144,142,0,0,0,2,64,23,0,0,41,0,0,0,0,61,0,41,2918,1751,40,27.7,47796,5.1,7.3,2.7,1896,1756,140,424,24.1,663,37.8,501,28.5,168,9.6,3388,1585,1803,3205,94.6,110,3.2,0,0,17,0.5,0,0,0,0
288,42,029,311401,42029311401,3114.01,3615,3176,2903,273,206,19,48,0,0,169,38,0,17,114,0,0,17,0,54,106,93,5553,4109,26,29.7,67548,5.6,13,6.2,2824,2650,174,81,3.1,971,36.6,1126,42.5,472,17.8,6921,3680,3241,5178,74.8,1516,21.9,0,0,74,1.1,0,0,405,5.851756
289,42,029,304501,42029304501,3045.01,4033,3531,3290,241,204,10,10,17,0,140,9,0,23,108,0,0,0,0,0,29,333,5785,4347,24.9,33.1,163497,0.9,2.7,0.9,2561,2547,14,25,1,278,10.9,1520,59.7,724,28.4,8254,4282,3972,5978,72.4,0,0,0,0,1966,23.8,0,0,172,2.083838
290,42,029,308102,42029308102,3081.02,1755,1555,1459,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,41,9,150,2668,2063,22.7,33.3,70155,9.8,16.3,10.5,1352,1300,52,17,1.3,334,25.7,651,50.1,298,22.9,4216,1783,2433,3931,93.2,100,2.4,0,0,0,0,0,0,1038,24.620493
291,42,029,303901,42029303901,3039.01,1927,1657,1588,69,25,0,0,0,44,43,23,0,0,20,0,0,0,0,91,0,136,3819,2117,44.6,26.6,132386,0,3.9,1.9,1375,1313,62,10,0.8,257,19.6,606,46.2,440,33.5,4628,2276,2352,4247,91.8,218,4.7,0,0,67,1.4,0,0,140,3.025065
292,42,029,311000,42029311000,3110,2879,2663,2482,181,166,15,0,0,0,34,0,0,0,34,0,0,0,0,8,33,141,5032,3156,37.3,32.1,81639,8.4,5.5,4.1,2567,2461,106,106,4.3,749,30.4,1038,42.2,568,23.1,6823,3601,3222,5913,86.7,591,8.7,0,0,97,1.4,56,0.800000,165,2.418291
293,42,029,311300,42029311300,3113,1569,1391,1347,44,39,5,0,0,0,23,0,0,12,11,0,0,0,0,0,19,136,3918,1632,58.3,28.4,140469,0.6,3.2,2.7,1237,1165,72,6,0.5,210,18,564,48.4,385,33,4635,2719,1916,4028,86.9,378,8.2,0,0,153,3.3,0,0,240,5.177994
294,42,029,311200,42029311200,3112,1104,911,840,71,68,0,3,0,0,13,1,0,0,12,0,0,0,3,44,5,128,1689,1152,31.8,26.3,92411,2.4,6.2,2.8,889,807,82,5,0.6,153,19,358,44.4,291,36.1,2126,1083,1043,2095,98.5,5,0.2,0,0,0,0,0,0,137,6.444026
295,42,029,311100,42029311100,3111,1409,1178,1145,33,33,0,0,0,0,9,0,0,0,9,0,0,0,0,35,25,162,2992,1543,48.4,29.4,124896,0.4,1.2,0.8,1556,1505,51,83,5.5,387,25.7,829,55.1,206,13.7,3611,1761,1850,3365,93.2,25,0.7,0,0,130,3.6,0,0,15,0.415397
296,42,029,311700,42029311700,3117,4720,4229,3577,652,379,226,22,7,18,38,16,0,11,11,0,0,0,0,232,30,191,6768,5195,23.2,27,84767,1.5,17.1,3.2,2951,2839,112,55,1.9,556,19.6,1473,51.9,755,26.6,9558,4832,4726,8654,90.5,395,4.1,0,0,77,0.8,0,0,2641,27.631304
297,42,029,311500,42029311500,3115,1633,1460,1347,113,113,0,0,0,0,4,2,0,2,0,0,0,0,3,36,0,130,2759,1772,35.8,33.2,63643,3.5,6.9,4.2,1483,1434,49,46,3.2,439,30.6,638,44.5,311,21.7,3339,1693,1646,3107,93.1,38,1.1,0,0,103,3.1,0,0,64,1.916742
298,42,029,311800,42029311800,3118,1806,1671,1515,156,88,32,20,16,0,6,3,0,0,3,0,0,12,0,15,34,68,2712,2000,26.3,28.4,69826,2.7,14.5,5.1,1255,1167,88,100,8.6,256,21.9,444,38,367,31.4,3563,1826,1737,3240,90.9,209,5.9,0,0,38,1.1,0,0,115,3.227617
299,42,029,311600,42029311600,3116,828,717,662,55,52,3,0,0,0,41,16,0,0,25,0,0,5,0,29,0,36,1460,1011,30.8,28.1,46287,14.9,11,27.2,805,717,88,74,10.3,279,38.9,234,32.6,130,18.1,1895,916,979,1035,54.6,692,36.5,8,0.4,0,0,0,0,233,12.295515
300,42,029,304101,42029304101,3041.01,2739,2563,2473,90,90,0,0,0,0,30,0,0,0,30,0,0,0,0,66,50,30,3890,3157,18.8,20.5,57263,6.9,14,4,2059,2010,49,196,9.8,730,36.3,780,38.8,304,15.1,4510,2335,2175,3489,77.4,584,12.9,0,0,237,5.3,0,0,162,3.592018
301,42,029,304102,42029304102,3041.02,1845,1647,1517,130,95,27,8,0,0,99,51,0,0,48,0,0,0,0,65,0,34,2795,1979,29.2,24.7,58125,4.7,8.1,5.2,1388,1366,22,220,16.1,391,28.6,560,41,195,14.3,3413,1644,1769,2910,85.3,350,10.3,0,0,101,3,0,0,121,3.545268
302,42,029,306000,42029306000,3060,3851,3529,3254,275,250,25,0,0,0,80,11,0,0,69,0,0,0,16,5,14,207,5664,4234,25.2,31.2,90956,1.7,4,3.4,2918,2733,185,70,2.6,553,20.2,1585,58,525,19.2,7460,3658,3802,6415,86,712,9.5,21,0.3,137,1.8,0,0,176,2.359249
303,42,029,304300,42029304300,3043,3732,3291,3102,189,170,5,0,0,14,82,23,0,12,47,0,0,18,0,87,0,254,5474,3978,27.3,30.8,105938,1.3,3.4,1.4,2741,2534,207,35,1.4,510,20.1,1204,47.5,785,31,7058,3482,3576,6916,98,0,0,0,0,96,1.4,0,0,173,2.451119
304,42,029,302805,42029302805,3028.05,4493,4149,3884,265,234,31,0,0,0,98,41,0,0,57,0,0,0,0,40,42,164,6183,4937,20.2,25.4,69355,2.5,8.3,1.9,3522,3475,47,115,3.3,1528,44,1410,40.6,422,12.1,7194,3581,3613,6329,88,521,7.2,0,0,243,3.4,0,0,303,4.211843
305,42,029,302803,42029302803,3028.03,428,370,354,16,15,0,0,1,0,21,0,0,0,21,0,0,0,0,0,0,37,1833,473,74.2,22.4,51563,0.7,0.4,1.2,1258,1192,66,42,3.5,728,61.1,359,30.1,63,5.3,1952,749,1203,1871,95.9,1,0.1,0,0,21,1.1,0,0,18,0.922131
306,42,029,304000,42029304000,3040,2335,2013,1851,162,94,53,0,0,15,141,41,18,0,82,0,0,0,0,25,25,131,3619,2500,30.9,29.4,92273,2.6,4.2,2.7,2167,2076,91,224,10.8,800,38.5,812,39.1,240,11.6,4817,2332,2485,3900,81,241,5,0,0,600,12.5,0,0,165,3.425368
307,42,029,302804,42029302804,3028.04,1622,1374,1291,83,61,22,0,0,0,61,0,0,0,61,0,0,0,13,26,0,148,3292,1793,45.5,26.8,83891,1.3,1.3,5.1,1627,1599,28,250,15.6,271,16.9,719,45,359,22.5,3968,1776,2192,3900,98.3,0,0,0,0,41,1,0,0,92,2.318548
308,42,029,301300,42029301300,3013,3590,3314,3017,297,241,56,0,0,0,12,0,0,0,12,0,0,0,0,18,12,234,5398,3856,28.6,31.3,84435,2.4,7.3,0,2570,2484,86,89,3.6,599,24.1,1100,44.3,696,28,6678,3289,3389,6311,94.5,181,2.7,0,0,79,1.2,0,0,211,3.159629
309,42,029,300202,42029300202,3002.02,2209,1808,1725,83,83,0,0,0,0,113,7,0,14,92,0,0,7,0,11,15,255,3983,2390,40,28.5,180122,0,2.6,3.4,1821,1788,33,0,0,213,11.9,1079,60.3,496,27.7,5391,2575,2816,4923,91.3,36,0.7,0,0,343,6.4,0,0,180,3.338898
310,42,029,303000,42029303000,3030,1683,1379,1322,57,54,0,0,3,0,49,17,0,0,32,0,0,0,0,81,16,158,2539,1761,30.6,28,123750,0.4,4,0.7,1145,1096,49,15,1.4,210,19.2,585,53.4,286,26.1,3254,1653,1601,2618,80.5,293,9,0,0,296,9.1,0,0,75,2.304856
311,42,029,301700,42029301700,3017,907,778,731,47,43,0,4,0,0,20,0,0,0,20,0,0,2,0,12,11,84,1507,978,35.1,32.4,104773,2.8,4.2,0,653,638,15,5,0.8,102,16,260,40.8,271,42.5,1770,895,875,1687,95.3,10,0.6,0,0,19,1.1,0,0,16,0.903955
312,42,029,302101,42029302101,3021.01,3453,2876,2714,162,135,25,0,2,0,181,0,0,14,167,0,0,0,0,101,105,190,4938,3708,24.9,21.8,90663,3.7,15.7,2.8,2149,2149,0,9,0.4,502,23.4,1139,53,499,23.2,6560,3476,3084,5229,79.7,71,1.1,14,0.2,894,13.6,0,0,889,13.551829
313,42,029,302102,42029302102,3021.02,2238,1849,1768,81,74,7,0,0,0,84,17,0,0,67,0,0,0,0,204,5,96,3422,2393,30.1,21.1,92066,1.4,10.8,3.3,1495,1397,98,35,2.5,399,28.6,731,52.3,232,16.6,4097,1861,2236,3286,80.2,415,10.1,0,0,283,6.9,0,0,90,2.196729
314,42,029,306800,42029306800,3068,824,740,686,54,37,12,5,0,0,0,0,0,0,0,0,6,0,0,9,7,62,1268,888,30,31.2,86042,9.3,12.7,10.1,593,583,10,18,3.1,99,17,239,41,227,38.9,1689,873,816,1585,93.8,25,1.5,0,0,19,1.1,0,0,79,4.677324
315,42,029,301000,42029301000,3010,3661,3380,3260,120,120,0,0,0,0,40,0,0,0,40,0,0,0,0,16,0,225,5892,4109,30.3,26.4,82209,1.8,4,0.7,3097,3029,68,198,6.5,815,26.9,1375,45.4,641,21.2,7187,3447,3740,6899,96,41,0.6,32,0.4,94,1.3,0,0,162,2.25407
316,42,029,307200,42029307200,3072,575,456,416,40,35,2,0,3,0,7,5,0,0,2,0,2,0,3,12,12,83,981,619,36.9,25.2,51250,4.1,15,11.2,488,468,20,27,5.8,127,27.1,195,41.7,119,25.4,1244,672,572,1085,87.2,89,7.2,0,0,13,1,0,0,115,9.244373
317,42,029,300400,42029300400,3004,1738,1531,1408,123,110,13,0,0,0,54,0,0,0,54,0,0,0,34,29,0,90,2578,1855,28,21.2,71295,2.1,8.1,3.7,1472,1379,93,43,3.1,624,45.3,485,35.2,227,16.5,3097,1537,1560,2857,92.3,72,2.3,0,0,137,4.4,0,0,304,9.815951
318,42,029,304900,42029304900,3049,3544,3015,2688,327,225,0,38,42,22,20,18,0,0,2,0,0,0,51,82,89,287,5878,3925,33.2,29.2,64534,1.8,28,10.1,2749,2538,211,431,17,505,19.9,982,38.7,620,24.4,7744,3397,4347,7502,96.9,131,1.7,0,0,46,0.6,0,0,34,0.43905
319,42,029,302802,42029302802,3028.02,2172,1813,1693,120,114,0,0,0,6,133,0,0,0,133,0,0,9,0,0,0,217,4093,2367,42.2,26.5,118942,0.7,2.3,0.5,1916,1811,105,61,3.4,452,25,757,41.8,541,29.9,4997,2422,2575,4951,99.1,31,0.6,0,0,15,0.3,0,0,42,0.840504
320,42,029,305000,42029305000,3050,851,805,715,90,84,2,3,0,1,0,0,0,0,0,0,0,4,0,20,0,22,1241,901,27.4,27.7,65750,8,7.8,6,652,611,41,19,3.1,207,33.9,281,46,104,17,1598,773,825,1522,95.2,15,0.9,0,0,3,0.2,0,0,33,2.065081
321,42,029,306600,42029306600,3066,1537,1375,1329,46,28,0,0,0,18,21,4,0,0,17,0,0,0,11,18,5,107,2379,1671,29.8,29.1,122750,1.9,4.3,2.2,1052,1026,26,9,0.9,111,10.8,487,47.5,419,40.8,3170,1690,1480,2990,94.3,49,1.5,0,0,47,1.5,0,0,118,3.722397
322,42,029,307100,42029307100,3071,1202,1080,994,86,72,7,3,0,4,4,0,0,4,0,0,0,0,0,20,4,94,1791,1291,27.9,27.9,85500,2.6,6.9,2.6,837,814,23,20,2.5,113,13.9,367,45.1,314,38.6,2236,1146,1090,2189,97.9,20,0.9,0,0,21,0.9,0,0,178,7.960644
323,42,029,307900,42029307900,3079,1958,1580,1437,143,130,13,0,0,0,40,35,0,0,5,0,0,0,14,143,15,166,4172,2171,48,29.7,81750,4.1,10.2,7.3,1093,1061,32,36,3.4,265,25,420,39.6,340,32,5129,2462,2667,3519,68.6,1252,24.4,5,0.1,47,0.9,0,0,685,13.35543
324,42,029,303401,42029303401,3034.01,2337,1938,1585,353,330,23,0,0,0,7,7,0,0,0,0,0,0,0,344,6,42,3170,2484,21.6,17.3,64861,3.8,25.7,10.8,1362,1338,24,101,7.5,443,33.1,431,32.2,363,27.1,4019,2211,1808,3654,90.9,172,4.3,11,0.3,0,0,0,0,2237,55.660612
325,42,029,307000,42029307000,3070,2100,1932,1839,93,62,31,0,0,0,9,0,0,0,9,0,0,0,0,22,18,119,4285,2302,46.3,35,67054,3.2,5.1,2.9,2313,2253,60,103,4.6,723,32.1,995,44.2,432,19.2,5382,2327,3055,4865,90.4,232,4.3,0,0,205,3.8,0,0,245,4.552211
326,42,029,306900,42029306900,3069,2869,2594,2443,151,142,0,0,9,0,10,0,0,0,10,0,0,0,10,13,8,234,4147,3133,24.5,32.4,119761,2.3,8.4,2.4,1831,1797,34,17,0.9,202,11.2,916,51,662,36.8,5710,2913,2797,5418,94.9,49,0.9,0,0,0,0,0,0,511,8.949212
327,42,029,308000,42029308000,3080,2006,1842,1743,99,78,8,12,0,1,14,10,0,0,4,0,0,0,0,103,0,47,3489,2258,35.3,24.4,45668,23.2,15.7,20,1777,1713,64,159,9.3,701,40.9,704,41.1,149,8.7,5091,2306,2785,4648,91.3,117,2.3,0,0,0,0,0,0,1882,36.967197
328,42,029,301402,42029301402,3014.02,2648,2446,2313,133,116,17,0,0,0,0,0,0,0,0,0,10,15,0,42,0,135,4217,2923,30.7,29,88421,3.4,5.4,2,2003,1914,89,101,5.3,331,17.3,782,40.9,700,36.6,5366,2733,2633,4950,92.2,176,3.3,0,0,181,3.4,0,0,58,1.08088
329,42,029,301401,42029301401,3014.01,1273,1151,1025,126,126,0,0,0,0,42,13,0,0,29,0,0,0,0,8,35,37,2051,1482,27.7,26.4,52845,7,6.6,5.5,1284,1156,128,104,9,492,42.6,413,35.7,147,12.7,2535,1113,1422,2249,88.7,138,5.4,0,0,82,3.2,0,0,41,1.617357
330,42,029,307400,42029307400,3074,1771,1703,1601,102,93,9,0,0,0,6,6,0,0,0,0,0,0,9,21,0,32,2710,2006,26,26.2,61979,5,12.2,6.6,1433,1343,90,82,6.1,415,30.9,606,45.1,240,17.9,3612,1814,1798,3059,84.7,373,10.3,0,0,24,0.7,0,0,417,11.544851
331,42,029,300800,42029300800,3008,2593,2330,2253,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,50,3597,2766,23.1,24.4,51744,3.7,6.8,10.9,2329,2238,91,249,11.1,1073,47.9,642,28.7,274,12.2,4020,1898,2122,3544,88.2,196,4.9,21,0.5,122,3,0,0,308,7.661692
332,42,029,300600,42029300600,3006,2808,2522,2310,212,174,38,0,0,0,113,63,0,0,50,0,0,0,0,40,0,133,4188,3087,26.3,29,83167,4.7,4.6,8.4,2274,2142,132,237,11.1,765,35.7,792,37,348,16.2,5353,2559,2794,4072,76.1,519,9.7,0,0,486,9.1,0,0,183,3.418644
333,42,029,301500,42029301500,3015,1342,1244,1145,99,59,0,32,8,0,23,7,0,0,16,0,0,0,0,13,19,43,2011,1485,26.2,36.6,88333,3,5.4,5.3,1014,984,30,23,2.3,146,14.8,549,55.8,266,27,2607,1314,1293,2549,97.8,43,1.6,0,0,15,0.6,0,0,6,0.23015
334,42,029,300700,42029300700,3007,2747,2315,2130,185,130,55,0,0,0,46,36,0,0,10,0,0,0,0,157,44,185,4137,3010,27.2,25.6,48766,14.1,18.3,4.8,2399,2191,208,260,11.9,1068,48.7,642,29.3,221,10.1,4823,2452,2371,3874,80.3,527,10.9,0,0,229,4.7,0,0,682,14.140576
335,42,029,300900,42029300900,3009,1176,1082,969,113,104,0,9,0,0,10,1,0,0,9,0,0,0,0,41,0,43,1901,1305,31.4,24.2,59550,4,8.2,8.5,1053,949,104,61,6.4,361,38,410,43.2,117,12.3,2284,1163,1121,1941,85,187,8.2,0,0,121,5.3,0,0,75,3.283713
336,42,029,300201,42029300201,3002.01,2431,2044,1799,245,174,18,18,4,31,116,0,0,0,116,0,0,0,38,0,11,222,3901,2600,33.4,25.4,107712,1.8,6.3,0.9,2061,1989,72,97,4.9,578,29.1,1011,50.8,303,15.2,5128,2152,2976,4458,86.9,297,5.8,0,0,155,3,0,0,222,4.329173
337,42,029,307300,42029307300,3073,1879,1681,1498,183,130,45,8,0,0,50,0,0,0,50,0,0,0,0,32,0,116,2777,2058,25.9,30.9,80000,4.7,11.4,6.4,1391,1316,75,22,1.7,348,26.4,593,45.1,353,26.8,3624,1856,1768,3068,84.7,351,9.7,0,0,21,0.6,0,0,91,2.511038
338,42,029,302203,42029302203,3022.03,2907,2687,2531,156,119,20,0,0,17,77,17,0,0,60,0,0,0,0,0,0,143,4107,3191,22.3,27,120848,0.8,3.7,1.6,1991,1842,149,6,0.3,353,19.2,1112,60.4,371,20.1,5323,2645,2678,4125,77.5,403,7.6,0,0,707,13.3,0,0,98,1.841067
339,42,029,300107,42029300107,3001.07,2048,1720,1600,120,111,0,0,9,0,124,9,0,0,115,0,0,0,0,0,8,196,3311,2136,35.5,27.8,157037,0.5,2.1,0,1514,1474,40,11,0.7,250,17,727,49.3,486,33,4308,2237,2071,3833,89,20,0.5,10,0.2,238,5.5,0,0,44,1.021356
340,42,029,300301,42029300301,3003.01,2014,1828,1760,68,68,0,0,0,0,53,0,0,0,53,0,5,0,0,31,38,59,3360,2138,36.4,27.9,94973,1,4.3,0.4,1788,1739,49,0,0,477,27.4,874,50.3,388,22.3,3979,1825,2154,3595,90.3,165,4.1,0,0,173,4.3,0,0,89,2.236743
341,42,029,301100,42029301100,3011,1776,1668,1474,194,152,42,0,0,0,10,10,0,0,0,0,0,9,0,64,19,6,2721,2096,23,25,45319,8.6,12,6,1503,1413,90,123,8.7,568,40.2,509,36,213,15.1,3333,1707,1626,3131,93.9,76,2.3,0,0,45,1.4,0,0,72,2.160216
342,42,029,300104,42029300104,3001.04,2392,2033,1977,56,39,9,8,0,0,151,0,0,0,151,0,0,0,0,8,12,188,3896,2534,35,25.7,122635,3,1.9,0,2046,1950,96,102,5.2,433,22.2,1022,52.4,393,20.2,4983,2372,2611,4584,92,14,0.3,8,0.2,325,6.5,0,0,74,1.485049
343,42,029,300101,42029300101,3001.01,1368,1134,1111,23,0,8,0,7,8,85,18,0,9,58,0,0,0,0,33,0,116,2332,1429,38.7,27.6,103831,1.1,0.8,0.8,1297,1237,60,24,1.9,569,46,406,32.8,238,19.2,2928,1416,1512,2604,88.9,0,0,0,0,219,7.5,0,0,52,1.775956
344,42,029,300103,42029300103,3001.03,1258,992,954,38,27,2,9,0,0,166,0,0,11,155,0,0,0,0,21,25,54,1961,1323,32.5,29.8,69531,4.4,9.8,8.2,1218,1107,111,132,11.9,472,42.6,397,35.9,106,9.6,2310,1102,1208,1762,76.3,187,8.1,0,0,296,12.8,0,0,14,0.606061
345,42,029,300109,42029300109,3001.09,1744,1378,1257,121,91,30,0,0,0,169,0,0,7,162,0,0,0,0,89,0,108,2836,1810,36.2,27.5,147969,0,1,3.7,1295,1287,8,0,0,197,15.3,801,62.2,289,22.5,3743,1814,1929,3390,90.6,23,0.6,0,0,246,6.6,0,0,27,0.721347
346,42,029,300106,42029300106,3001.06,2860,2310,2195,115,115,0,0,0,0,228,0,0,18,210,0,0,0,0,94,0,228,3924,2996,23.6,26.6,105538,0,1.8,3.3,2380,2330,50,0,0,1103,47.3,927,39.8,300,12.9,4651,2142,2509,3720,80,15,0.3,0,0,739,15.9,0,0,100,2.150075
347,42,029,307800,42029307800,3078,1243,974,851,123,77,40,0,0,6,3,0,0,0,3,0,0,0,0,47,32,187,1898,1363,28.2,26.9,77868,1.8,14.4,4.9,853,818,35,29,3.5,145,17.7,402,49.1,242,29.6,2578,1254,1324,2502,97.1,50,1.9,0,0,2,0.1,0,0,106,4.111715
348,42,029,304403,42029304403,3044.03,2101,1878,1775,103,90,13,0,0,0,101,7,0,9,85,0,0,0,7,8,0,107,2914,2260,22.4,26.7,108203,2,6.1,1.9,1468,1411,57,25,1.8,352,24.9,763,54.1,271,19.2,3724,1869,1855,3429,92.1,122,3.3,0,0,165,4.4,0,0,77,2.067669
349,42,029,301600,42029301600,3016,1321,1186,1080,106,85,12,9,0,0,17,7,0,0,10,0,0,0,0,13,10,95,2058,1491,27.6,31.7,71607,1.4,5.7,3.4,1019,985,34,13,1.3,252,25.6,428,43.5,292,29.6,2513,1245,1268,2456,97.7,0,0,0,0,32,1.3,0,0,13,0.51731
350,42,029,303802,42029303802,3038.02,4592,4103,3782,321,288,15,14,4,0,220,0,0,0,220,0,0,0,0,102,0,167,6183,4742,23.3,32.5,108430,2.5,3,1.5,2770,2696,74,50,1.9,377,14,1529,56.7,740,27.4,8234,4003,4231,6838,83,378,4.6,34,0.4,793,9.6,0,0,65,0.78941
351,42,029,303801,42029303801,3038.01,2043,1750,1677,73,55,18,0,0,0,38,0,0,0,38,0,0,0,0,82,0,173,3274,2203,32.7,26.6,94028,4.1,5.8,4.8,1532,1477,55,27,1.8,286,19.4,692,46.9,472,32,4110,2042,2068,3976,96.7,56,1.4,2,0,0,0,0,0,160,3.892944
352,42,029,304404,42029304404,3044.04,2875,2504,2335,169,115,16,0,0,38,109,52,0,0,57,0,0,0,0,85,25,152,4166,3141,24.6,22.6,76997,2.7,5,4.4,2106,2041,65,166,8.1,594,29.1,790,38.7,491,24.1,5153,2524,2629,4597,89.2,208,4,0,0,212,4.1,0,0,219,4.249951
353,42,029,302300,42029302300,3023,1526,1333,1194,139,100,39,0,0,0,32,23,0,0,9,0,0,0,0,85,24,52,2430,1771,27.1,24.4,56514,2.5,12.4,5.9,1399,1291,108,179,13.9,409,31.7,571,44.2,132,10.2,2756,1322,1434,2513,91.2,109,4,5,0.2,52,1.9,0,0,147,5.333817
354,42,029,302400,42029302400,3024,2338,1816,1650,166,117,27,22,0,0,49,35,0,0,14,0,0,0,7,259,132,75,3450,2617,24.1,19.7,47957,12.9,19.2,12.5,1889,1845,44,280,15.2,814,44.1,558,30.2,193,10.5,4141,2070,2071,3289,79.4,623,15,0,0,9,0.2,0,0,1160,28.012557
355,42,029,302500,42029302500,3025,2522,1792,1664,128,107,21,0,0,0,101,24,0,0,77,0,6,0,77,455,11,80,3498,2797,20,21.5,52171,6.6,8.5,4.9,1944,1895,49,202,10.7,803,42.4,593,31.3,297,15.7,3965,2170,1795,3592,90.6,287,7.2,9,0.2,27,0.7,0,0,112,2.824716
356,42,029,302600,42029302600,3026,2564,1919,1810,109,107,0,0,2,0,124,124,0,0,0,0,0,8,29,411,36,37,4062,2803,31,18.3,34756,13.4,12.3,21.5,1693,1610,83,202,12.5,722,44.8,386,24,300,18.6,4781,2034,2747,3951,82.6,597,12.5,0,0,12,0.3,0,0,1270,26.56348
357,42,029,310400,42029310400,3104,1006,584,430,154,125,0,17,11,1,38,38,0,0,0,0,0,0,2,280,38,64,3093,1278,58.7,16.5,,,5,,0,0,0,0,,0,,0,,0,,3093,1218,1875,2502,80.9,372,12,10,0.3,108,3.5,0,0,109,3.524087
358,42,029,307700,42029307700,3077,1204,1050,946,104,83,9,6,6,0,8,0,0,0,8,0,0,0,0,56,5,85,1946,1329,31.7,27.8,55302,8.1,19.9,8.5,967,931,36,33,3.5,276,29.6,393,42.2,229,24.6,2563,1236,1327,2452,95.7,98,3.8,0,0,0,0,0,0,190,7.413188
359,42,029,302702,42029302702,3027.02,2601,2455,2189,266,241,0,0,0,25,17,17,0,0,0,0,0,0,0,35,7,87,4049,2887,28.7,20.3,68000,6.6,10.6,6.4,2083,2046,37,113,5.5,721,35.2,877,42.9,335,16.4,4786,2186,2600,3723,77.8,330,6.9,25,0.5,416,8.7,0,0,654,13.664856
360,42,029,308200,42029308200,3082,1199,1088,973,115,98,17,0,0,0,0,0,0,0,0,0,0,0,0,23,0,88,1990,1285,35.4,33.6,53342,4.3,20.2,8,1001,971,30,62,6.4,265,27.3,368,37.9,276,28.4,2714,1412,1302,2541,93.6,98,3.6,0,0,0,0,0,0,90,3.316139
361,42,029,301900,42029301900,3019,2213,1904,1820,84,84,0,0,0,0,39,0,6,0,33,0,0,0,0,75,0,195,3068,2301,25,26.5,132647,0.6,3.7,0,1411,1408,3,12,0.9,257,18.3,652,46.3,487,34.6,4043,2012,2031,3920,97,13,0.3,41,1,51,1.3,0,0,131,3.240168
362,42,029,302901,42029302901,3029.01,2490,2208,2157,51,36,0,15,0,0,39,9,0,0,30,0,0,21,10,47,14,151,3721,2704,27.3,29.2,113919,0.6,4.6,1.4,1905,1824,81,8,0.4,536,29.4,822,45.1,458,25.1,4690,2128,2562,4377,93.3,131,2.8,0,0,50,1.1,0,0,81,1.727079
363,42,029,304600,42029304600,3046,1750,1609,1549,60,52,8,0,0,0,15,0,0,0,15,0,0,0,0,30,0,96,2626,1925,26.7,32.6,110469,2.2,5.2,3,1201,1143,58,15,1.3,129,11.3,615,53.8,384,33.6,3544,1786,1758,3393,95.7,109,3.1,0,0,14,0.4,0,0,25,0.705418
